STN---,WBAN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
725090,14739,19980101,14.2,-0.4,1025.4,1024.9,9.9,11.6,15.9,22.9,21.9,7.0,0.00G,999.9,"""000000"""
725090,14739,19980102,33.9,18.7,1021.7,1021.0,9.9,13.9,22.9,28.0,42.1,23.0,0.00D,999.9,"""000000"""
725090,14739,19980103,45.4,28.9,1021.1,1020.5,9.9,9.9,14.0,999.9,59.0,37.9,0.00C,999.9,"""000000"""
725090,14739,19980104,49.9,38.5,1023.5,1023.3,9.9,9.8,15.9,999.9,60.1,37.0,0.00C,999.9,"""000000"""
725090,14739,19980105,40.0,36.6,1031.3,1030.6,9.7,7.0,15.0,999.9,57.0,37.0,0.02G,999.9,"""010000"""
725090,14739,19980106,48.2,47.3,1020.8,1019.9,5.9,8.0,14.0,20.0,57.2,39.0,0.03G,999.9,"""110000"""
725090,14739,19980107,39.5,39.5,1022.1,1021.4,1.6,9.7,14.0,999.9,42.8,37.0,0.08G,999.9,"""110000"""
725090,14739,19980108,38.2,38.2,1012.8,1012.4,1.4,7.3,11.1,999.9,39.9,35.6,0.00G,999.9,"""110000"""
725090,14739,19980109,37.8,37.8,1007.1,1006.5,2.4,10.4,15.9,22.0,39.9,33.8,0.26G,999.9,"""110000"""
725090,14739,19980110,37.8,34.4,1013.7,1012.8,9.0,7.0,13.0,999.9,46.0,33.1,0.25G,999.9,"""110000"""
725090,14739,19980111,39.6,30.5,1017.3,1016.5,9.9,8.7,14.0,999.9,46.9,34.0,0.00G,999.9,"""000000"""
725090,14739,19980112,28.8,12.3,1024.6,1023.7,9.9,8.2,14.0,999.9,39.9,21.9,0.00D,999.9,"""000000"""
725090,14739,19980113,36.9,31.5,1020.3,1019.3,9.1,11.4,18.1,23.9,46.9,27.0,0.00H,999.9,"""111000"""
725090,14739,19980114,28.5,9.1,1022.9,1022.1,9.9,13.9,25.1,32.1,42.1,23.0,0.08G,999.9,"""000000"""
725090,14739,19980115,22.2,7.8,1029.0,1028.2,9.9,6.0,12.0,999.9,33.8,17.1,0.00G,999.9,"""001000"""
725090,14739,19980116,32.2,31.3,1013.9,1013.1,2.7,18.2,24.1,34.0,35.6,26.1,0.71G,999.9,"""111000"""
725090,14739,19980117,24.8,18.7,1010.6,1009.6,8.9,12.7,18.1,22.0,28.9,21.0,0.04G,999.9,"""111000"""
725090,14739,19980118,27.6,24.8,1016.5,1015.8,5.7,11.7,15.0,16.9,30.2,24.8,0.00G,999.9,"""101000"""
725090,14739,19980119,30.1,27.5,1017.9,1017.1,9.5,7.0,10.1,999.9,36.0,26.1,0.00H,999.9,"""101000"""
725090,14739,19980120,34.3,31.8,1012.7,1012.1,8.4,9.6,15.9,19.0,37.4,33.1,0.00H,999.9,"""101000"""
725090,14739,19980121,32.9,23.0,1016.4,1015.6,9.9,13.6,17.1,21.0,35.1,30.9,0.00C,999.9,"""000000"""
725090,14739,19980122,26.0,13.8,1027.7,1026.9,9.9,9.1,15.0,20.0,32.0,19.9,0.00D,999.9,"""000000"""
725090,14739,19980123,29.2,22.8,1033.8,1033.1,6.7,14.1,22.0,26.0,34.0,26.1,0.00H,999.9,"""111000"""
725090,14739,19980124,36.1,36.0,1011.2,1009.7,3.0,9.4,22.9,999.9,41.0,26.1,2.02G,999.9,"""110000"""
725090,14739,19980125,34.9,29.0,1003.4,1002.6,8.0,15.2,24.1,30.9,37.4,32.0,0.27G,999.9,"""111000"""
725090,14739,19980126,30.5,17.2,1023.0,1022.2,9.9,10.2,15.0,18.1,34.0,28.0,0.01G,999.9,"""000000"""
725090,14739,19980127,24.0,11.2,1033.0,1032.3,9.9,7.1,12.0,999.9,32.0,17.1,0.00G,999.9,"""000000"""
725090,14739,19980128,34.2,30.3,1021.1,1020.4,9.9,15.7,22.0,28.0,36.0,32.0,0.00D,999.9,"""000000"""
725090,14739,19980129,36.0,30.1,1007.0,1006.3,9.8,15.1,24.1,30.9,44.1,32.0,0.00D,999.9,"""011000"""
725090,14739,19980130,36.3,34.4,1007.3,1006.6,9.7,5.3,10.1,999.9,44.1,32.0,0.00H,999.9,"""011000"""
725090,14739,19980131,35.3,33.2,1009.7,1009.1,5.6,8.1,12.0,999.9,37.9,33.1,0.00H,999.9,"""111000"""
725090,14739,19980201,32.3,25.7,1021.6,1020.9,9.9,7.4,11.1,999.9,36.0,28.9,0.00D,999.9,"""000000"""
725090,14739,19980202,33.2,31.2,1025.1,1024.3,9.4,3.4,8.0,999.9,39.9,27.0,0.00G,999.9,"""100000"""
725090,14739,19980203,41.2,33.9,1020.6,1019.9,9.9,6.9,8.9,999.9,48.9,36.0,0.00G,999.9,"""000000"""
725090,14739,19980204,37.5,33.4,1020.5,1019.8,9.9,11.6,20.0,23.9,44.1,33.8,0.00G,999.9,"""000000"""
725090,14739,19980205,32.5,30.6,1011.8,1011.1,9.0,21.1,27.0,32.1,35.1,30.0,0.02G,999.9,"""011000"""
725090,14739,19980206,29.4,18.8,1010.6,1009.9,9.9,14.1,22.0,27.0,36.0,21.9,0.04G,999.9,"""010000"""
725090,14739,19980207,30.4,25.3,1018.3,1017.6,9.9,7.0,12.0,999.9,36.0,21.9,0.00G,999.9,"""000000"""
725090,14739,19980208,29.0,26.0,1018.6,1017.9,9.9,11.0,19.0,999.9,36.0,25.0,0.00G,999.9,"""000000"""
725090,14739,19980209,29.7,23.8,1019.8,1019.1,9.9,6.4,12.0,999.9,39.0,23.0,0.00G,999.9,"""000000"""
725090,14739,19980210,34.1,30.6,1023.7,1023.0,9.8,7.2,12.0,999.9,41.0,21.9,0.00G,999.9,"""000000"""
725090,14739,19980211,37.9,35.7,1023.4,1022.4,8.9,8.2,13.0,999.9,48.9,30.9,0.00G,999.9,"""100000"""
725090,14739,19980212,45.3,45.2,1002.6,1001.9,7.5,11.3,21.0,27.0,50.0,37.4,0.67G,999.9,"""110000"""
725090,14739,19980213,38.7,28.9,1003.9,1003.8,9.9,16.1,27.0,32.1,45.0,36.0,0.12G,999.9,"""000000"""
725090,14739,19980214,23.4,5.9,1017.2,1016.5,9.9,12.5,17.1,22.9,34.0,15.1,0.00G,999.9,"""000000"""
725090,14739,19980215,15.5,-7.3,1028.5,1027.8,9.9,12.2,20.0,25.1,26.1,7.0,0.00G,999.9,"""000000"""
725090,14739,19980216,23.9,2.3,1034.4,1033.7,9.9,5.8,10.1,999.9,34.0,17.1,0.00G,999.9,"""000000"""
725090,14739,19980217,32.2,24.0,1031.4,1030.8,9.9,7.3,15.9,999.9,36.0,28.9,0.00G,999.9,"""000000"""
725090,14739,19980218,37.0,36.8,1014.6,1013.9,3.9,18.2,26.0,30.9,41.0,33.8,1.20G,999.9,"""111000"""
725090,14739,19980219,38.3,37.6,1004.4,1003.7,5.4,9.5,15.9,999.9,42.1,35.1,0.83G,999.9,"""110000"""
725090,14739,19980220,41.6,37.4,1005.0,1004.3,9.9,7.6,15.0,19.0,48.0,37.9,0.01G,999.9,"""000000"""
725090,14739,19980221,42.0,33.4,1000.8,1000.1,9.9,10.7,18.1,22.9,48.9,37.0,0.00G,999.9,"""010000"""
725090,14739,19980222,40.2,28.6,1013.5,1012.8,9.9,9.0,15.0,26.0,46.9,35.1,0.00G,999.9,"""000000"""
725090,14739,19980223,36.9,32.3,1020.0,1019.2,9.1,7.0,17.1,999.9,42.1,30.2,0.00G,999.9,"""100000"""
725090,14739,19980224,38.1,37.6,1001.3,1000.6,4.6,23.6,32.1,42.0,39.9,30.9,0.49G,999.9,"""110000"""
725090,14739,19980225,39.9,37.5,991.5,990.8,5.6,17.4,26.0,34.0,45.0,35.6,1.84G,999.9,"""111000"""
725090,14739,19980226,40.8,31.4,1003.7,1003.0,9.8,18.3,22.9,30.9,48.0,35.6,0.14G,999.9,"""111000"""
725090,14739,19980227,43.4,33.0,1008.1,1007.4,9.9,10.4,18.1,26.0,51.1,39.0,0.00G,999.9,"""000000"""
725090,14739,19980228,40.0,38.0,1012.8,1012.1,8.4,5.9,13.0,999.9,48.0,33.1,0.00G,999.9,"""100000"""
725090,14739,19980301,39.4,39.3,1009.5,1008.9,2.9,6.2,11.1,999.9,42.8,37.9,0.29G,999.9,"""110000"""
725090,14739,19980302,42.5,38.5,1005.6,1004.9,5.1,5.5,10.1,999.9,53.1,37.0,0.01G,999.9,"""100000"""
725090,14739,19980303,39.0,37.0,999.8,999.0,6.5,6.1,12.0,999.9,45.0,35.6,0.00G,999.9,"""110000"""
725090,14739,19980304,42.5,31.8,1003.9,1003.2,9.9,8.1,12.0,999.9,48.9,37.0,0.00G,999.9,"""000000"""
725090,14739,19980305,39.5,35.0,1011.3,1010.7,9.7,6.9,12.0,999.9,46.9,35.6,0.02G,999.9,"""010000"""
725090,14739,19980306,37.7,27.8,1019.9,1019.2,9.9,7.9,11.1,999.9,42.1,34.0,0.01G,999.9,"""000000"""
725090,14739,19980307,40.5,33.2,1023.9,1023.2,9.9,10.1,14.0,999.9,45.0,37.9,0.00G,999.9,"""010000"""
725090,14739,19980308,37.9,32.6,1027.0,1026.3,10.0,11.3,20.0,22.9,42.1,32.0,0.00G,999.9,"""010000"""
725090,14739,19980309,44.4,43.8,1012.8,1012.1,2.9,15.7,33.0,42.9,60.8,37.0,0.61G,999.9,"""110000"""
725090,14739,19980310,51.1,44.5,997.4,996.6,8.2,14.5,22.0,29.9,61.0,37.9,1.76G,999.9,"""110010"""
725090,14739,19980311,27.9,9.3,1012.0,1011.3,9.9,16.8,20.0,28.9,35.1,21.9,0.00G,999.9,"""000000"""
725090,14739,19980312,21.6,1.4,1018.5,1017.8,9.6,15.4,23.9,28.9,27.0,17.1,0.00G,999.9,"""001000"""
725090,14739,19980313,20.5,0.0,1026.9,1026.2,9.9,11.3,18.1,22.9,35.1,10.0,0.00G,999.9,"""000000"""
725090,14739,19980314,32.9,24.9,1019.8,1019.1,8.0,12.5,21.0,29.9,39.0,28.9,0.00G,999.9,"""111000"""
725090,14739,19980315,35.5,23.5,1015.2,1014.5,9.9,12.2,20.0,26.0,39.9,28.9,0.01G,999.9,"""000000"""
725090,14739,19980316,32.7,24.0,1029.2,1028.5,9.5,9.2,13.0,999.9,37.0,27.0,0.00G,999.9,"""001000"""
725090,14739,19980317,32.7,19.1,1034.2,1033.5,9.9,7.5,12.0,999.9,37.9,27.0,0.00G,999.9,"""000000"""
725090,14739,19980318,35.4,27.6,1029.9,1029.2,9.2,7.7,11.1,999.9,41.0,32.0,0.00G,999.9,"""111000"""
725090,14739,19980319,37.0,36.3,1019.3,1018.6,2.8,10.2,15.9,999.9,41.0,32.0,0.50G,999.9,"""110000"""
725090,14739,19980320,35.7,33.7,1012.8,1012.1,7.2,10.3,15.9,999.9,37.0,35.1,0.64G,999.9,"""110000"""
725090,14739,19980321,32.8,29.3,1012.8,1012.0,5.8,19.0,27.0,34.0,35.6,30.2,0.00G,999.9,"""111000"""
725090,14739,19980322,31.7,29.5,1000.3,999.6,2.0,18.6,28.0,35.9,34.0,28.4,0.13G,999.9,"""111000"""
725090,14739,19980323,34.2,23.2,1009.2,1008.5,9.7,11.0,18.1,22.0,41.0,30.0,0.03G,999.9,"""001000"""
725090,14739,19980324,39.0,20.9,1019.0,1018.3,9.9,7.8,13.0,19.0,46.0,33.1,0.00G,999.9,"""000000"""
725090,14739,19980325,38.0,20.3,1030.8,1030.1,9.9,8.2,15.0,999.9,46.9,30.9,0.00G,999.9,"""000000"""
725090,14739,19980326,44.2,28.6,1028.4,1027.7,9.9,15.1,25.1,28.9,59.0,36.0,0.00G,999.9,"""000000"""
725090,14739,19980327,60.3,42.4,1015.1,1014.4,9.5,12.6,19.0,23.9,78.1,46.9,0.00G,999.9,"""000000"""
725090,14739,19980328,67.5,50.5,1013.0,1012.2,9.8,9.0,22.0,28.0,84.9,55.9,0.00G,999.9,"""000000"""
725090,14739,19980329,64.4,50.7,1008.2,1007.5,9.9,13.7,18.1,22.9,84.9,55.0,0.00G,999.9,"""000000"""
725090,14739,19980330,61.8,47.4,1013.3,1011.4,9.9,9.0,17.1,999.9,78.1,45.0,0.00G,999.9,"""000000"""
725090,14739,19980331,73.0,54.1,1008.8,1008.0,9.9,11.6,15.9,20.0,88.0,64.9,0.00G,999.9,"""000000"""
725090,14739,19980401,49.0,44.8,1014.0,1013.1,6.8,11.5,19.0,20.0,71.1,39.2,0.00G,999.9,"""110000"""
725090,14739,19980402,41.5,40.2,1010.1,1009.4,6.7,6.8,14.0,999.9,44.1,39.2,0.65G,999.9,"""110000"""
725090,14739,19980403,46.6,38.8,1008.8,1008.1,9.7,8.6,13.0,23.9,55.9,41.0,0.04G,999.9,"""110000"""
725090,14739,19980404,40.8,32.1,1007.6,1006.9,9.9,10.6,17.1,999.9,48.9,37.9,0.00G,999.9,"""000000"""
725090,14739,19980405,39.3,25.8,1003.8,1003.1,9.9,11.9,20.0,21.0,45.0,35.1,0.00G,999.9,"""011000"""
725090,14739,19980406,45.3,29.2,1003.8,1003.1,9.9,11.2,15.0,20.0,54.0,39.9,0.00G,999.9,"""000000"""
725090,14739,19980407,51.9,26.7,1008.3,1007.5,9.9,9.8,13.0,21.0,64.0,43.0,0.00G,999.9,"""000000"""
725090,14739,19980408,49.7,28.8,1013.3,1012.6,9.9,5.4,12.0,999.9,59.0,41.0,0.00G,999.9,"""000000"""
725090,14739,19980409,46.5,41.1,1008.7,1008.0,9.2,5.2,13.0,999.9,53.1,39.9,0.13G,999.9,"""110000"""
725090,14739,19980410,43.8,28.9,998.9,998.2,9.3,16.2,30.1,35.9,53.1,33.8,0.28G,999.9,"""111000"""
725090,14739,19980411,44.9,20.2,1013.2,1012.5,9.9,9.9,14.0,999.9,54.0,34.0,0.13G,999.9,"""000000"""
725090,14739,19980412,44.2,31.1,1023.7,1022.9,9.9,7.1,15.0,999.9,50.0,37.0,0.00G,999.9,"""000000"""
725090,14739,19980413,48.5,24.6,1022.5,1021.8,9.9,7.7,14.0,18.1,57.9,41.0,0.00G,999.9,"""000000"""
725090,14739,19980414,50.6,28.7,1016.0,1015.2,9.9,8.2,15.0,999.9,59.0,39.9,0.00G,999.9,"""000000"""
725090,14739,19980415,46.6,36.9,1010.6,1009.8,8.0,7.0,13.0,999.9,55.9,41.0,0.00G,999.9,"""100000"""
725090,14739,19980416,49.6,44.9,1014.8,1014.1,4.5,6.3,11.1,999.9,59.0,44.1,0.00G,999.9,"""110000"""
725090,14739,19980417,55.9,54.4,1011.7,1011.0,5.0,10.0,19.0,25.1,60.1,48.0,0.00G,999.9,"""110000"""
725090,14739,19980418,55.7,38.9,1015.3,1014.6,8.6,12.9,18.1,22.9,64.9,45.0,0.49G,999.9,"""110000"""
725090,14739,19980419,56.9,33.6,1020.4,1019.7,9.9,7.9,14.0,19.0,64.9,44.1,0.00G,999.9,"""000000"""
725090,14739,19980420,49.0,43.3,1009.2,1008.5,8.1,9.4,17.1,22.9,54.0,44.6,0.66G,999.9,"""110000"""
725090,14739,19980421,53.5,36.9,1016.7,1016.1,9.9,8.2,15.0,18.1,64.9,42.1,0.01G,999.9,"""000000"""
725090,14739,19980422,56.1,37.1,1018.1,1017.3,9.9,7.6,15.0,999.9,64.9,41.0,0.00G,999.9,"""000000"""
725090,14739,19980423,49.5,41.9,1011.8,1011.1,8.4,11.9,32.1,41.0,63.0,45.0,0.00G,999.9,"""110000"""
725090,14739,19980424,47.1,42.2,1001.8,1001.1,6.1,15.6,28.9,40.0,57.9,42.8,1.20G,999.9,"""110000"""
725090,14739,19980425,51.0,42.6,1005.8,1005.0,9.7,8.9,19.0,25.1,59.0,43.0,0.01G,999.9,"""010000"""
725090,14739,19980426,45.4,32.0,1014.8,1014.1,9.3,7.9,13.0,999.9,53.1,39.0,0.00G,999.9,"""110000"""
725090,14739,19980427,45.0,34.5,1015.2,1014.5,9.7,8.9,15.0,19.0,51.1,39.2,0.11G,999.9,"""110000"""
725090,14739,19980428,48.7,28.3,1021.3,1020.6,9.9,11.6,15.9,21.0,61.0,39.9,0.00G,999.9,"""000000"""
725090,14739,19980429,58.6,29.1,1021.0,1020.2,9.9,9.0,15.9,21.0,72.0,46.9,0.00G,999.9,"""000000"""
725090,14739,19980430,66.4,38.8,1014.6,1013.9,9.9,7.8,13.0,16.9,78.1,57.0,0.00G,999.9,"""000000"""
725090,14739,19980501,63.8,52.9,1011.2,1010.5,9.5,8.0,15.0,21.0,72.0,54.0,0.00G,999.9,"""000000"""
725090,14739,19980502,56.4,52.6,1004.4,1003.3,6.9,11.5,22.0,26.0,66.0,50.0,0.50G,999.9,"""110000"""
725090,14739,19980503,52.9,51.5,1006.2,1005.4,5.4,7.8,13.0,999.9,57.9,48.2,0.47G,999.9,"""110000"""
725090,14739,19980504,48.5,47.6,1013.3,1012.6,2.9,6.0,12.0,999.9,54.0,45.0,0.03G,999.9,"""110000"""
725090,14739,19980505,55.5,54.0,1017.9,1017.1,4.8,7.2,13.0,999.9,63.0,51.1,0.40G,999.9,"""110000"""
725090,14739,19980506,53.6,9999.9,1017.8,1017.1,1.3,6.8,15.9,999.9,59.0,51.1,0.57G,999.9,"""110000"""
725090,14739,19980507,54.5,54.5,1015.3,1014.6,1.2,6.9,12.0,999.9,59.0,52.0,0.94G,999.9,"""110000"""
725090,14739,19980508,54.2,53.8,1010.7,1010.0,2.8,4.5,10.1,999.9,57.9,51.8,1.14G,999.9,"""100000"""
725090,14739,19980509,52.3,52.1,1010.5,1009.8,1.8,12.4,21.0,25.1,55.0,50.0,0.02G,999.9,"""110000"""
725090,14739,19980510,50.1,49.7,1011.4,1010.7,3.1,22.0,27.0,34.0,55.4,48.0,0.72G,999.9,"""110000"""
725090,14739,19980511,49.3,44.7,1011.4,1010.7,6.2,18.9,24.1,32.1,53.1,46.0,0.87G,999.9,"""110000"""
725090,14739,19980512,50.2,41.5,1018.6,1018.0,9.9,20.0,25.1,32.1,53.1,46.0,0.81G,999.9,"""000000"""
725090,14739,19980513,45.1,39.6,1023.5,1022.8,9.7,13.3,15.9,999.9,48.9,43.0,0.00G,999.9,"""000000"""
725090,14739,19980514,45.7,41.1,1022.2,1021.5,9.8,6.3,8.0,999.9,51.1,41.0,0.00G,999.9,"""000000"""
725090,14739,19980515,55.9,47.3,1017.2,1016.5,9.9,4.5,8.0,999.9,66.9,46.0,0.00G,999.9,"""000000"""
725090,14739,19980516,61.0,51.3,1016.0,1015.2,9.9,6.4,12.0,999.9,68.0,46.0,0.00G,999.9,"""000000"""
725090,14739,19980517,55.3,51.6,1018.0,1017.2,9.9,4.7,12.0,999.9,66.0,50.0,0.00G,999.9,"""010000"""
725090,14739,19980518,67.4,48.5,1012.3,1011.7,9.9,10.5,15.9,22.9,82.4,54.0,0.00G,999.9,"""000000"""
725090,14739,19980519,66.6,49.6,1009.3,1008.5,9.9,9.2,17.1,22.0,82.9,54.0,0.00G,999.9,"""000000"""
725090,14739,19980520,65.4,49.7,1008.8,1008.1,9.9,9.1,15.9,22.0,77.0,54.0,0.00G,999.9,"""000000"""
725090,14739,19980521,68.9,53.7,1002.2,1001.5,9.9,11.6,18.1,26.0,81.0,59.0,0.00G,999.9,"""000000"""
725090,14739,19980522,60.5,43.9,1004.8,1004.1,9.9,14.6,21.0,26.0,70.0,50.0,0.00G,999.9,"""000000"""
725090,14739,19980523,63.5,39.9,1008.3,1007.5,9.9,12.8,18.1,22.9,75.9,53.1,0.00G,999.9,"""000000"""
725090,14739,19980524,69.7,36.8,1009.7,1009.0,9.9,12.0,15.9,22.9,81.0,57.9,0.00G,999.9,"""000000"""
725090,14739,19980525,64.7,47.2,1010.8,1010.1,9.9,6.6,17.1,25.1,77.0,55.9,0.00G,999.9,"""000000"""
725090,14739,19980526,64.0,53.4,1007.3,1006.5,9.6,7.6,14.0,999.9,80.1,55.0,0.00G,999.9,"""100000"""
725090,14739,19980527,65.4,43.4,1015.4,1014.6,9.9,8.8,15.9,999.9,79.0,55.0,0.00G,999.9,"""000000"""
725090,14739,19980528,70.3,49.4,1015.2,1014.5,9.7,8.0,12.0,16.9,84.9,59.0,0.00G,999.9,"""000000"""
725090,14739,19980529,77.0,58.3,1011.5,1010.9,8.6,13.3,18.1,25.1,89.1,66.9,0.00G,999.9,"""000010"""
725090,14739,19980530,74.6,54.2,1010.0,1009.3,9.4,11.4,18.1,23.9,86.0,64.9,0.15G,999.9,"""010010"""
725090,14739,19980531,67.4,51.6,1011.4,1010.7,9.2,10.1,22.0,28.9,80.1,57.0,0.00G,999.9,"""110000"""
725090,14739,19980601,68.5,49.4,1001.8,1000.9,8.8,11.6,18.1,28.0,79.0,57.0,0.91G,999.9,"""110010"""
725090,14739,19980602,63.0,46.0,1007.1,1006.4,9.9,7.9,15.9,19.0,73.4,53.1,0.22G,999.9,"""000000"""
725090,14739,19980603,61.4,47.3,998.9,998.2,9.4,15.2,25.1,30.9,73.9,52.0,0.40G,999.9,"""110010"""
725090,14739,19980604,56.7,36.7,1002.7,1002.0,9.9,14.6,21.0,27.0,64.9,48.9,0.38G,999.9,"""000000"""
725090,14739,19980605,60.4,36.1,1000.8,1000.1,9.9,15.1,22.0,29.9,71.6,52.0,0.00G,999.9,"""000000"""
725090,14739,19980606,62.3,41.1,1004.3,1003.6,9.9,11.9,15.9,21.0,71.1,52.0,0.00G,999.9,"""000000"""
725090,14739,19980607,59.4,48.9,1010.7,1010.0,9.9,6.0,10.1,999.9,69.1,55.0,0.00G,999.9,"""010000"""
725090,14739,19980608,55.7,52.0,1012.2,1011.5,9.7,7.9,13.0,999.9,64.9,53.1,0.16G,999.9,"""110000"""
725090,14739,19980609,58.1,49.5,1020.3,1019.5,9.9,6.5,10.1,999.9,72.0,51.1,0.07G,999.9,"""010000"""
725090,14739,19980610,66.4,53.0,1019.1,1018.4,9.9,8.1,13.0,999.9,79.0,57.9,0.00G,999.9,"""010000"""
725090,14739,19980611,64.3,51.7,1021.3,1020.6,9.5,8.7,12.0,999.9,75.9,53.6,0.00G,999.9,"""100000"""
725090,14739,19980612,59.4,54.5,1020.7,1019.8,9.7,7.0,13.0,999.9,75.9,54.0,0.00G,999.9,"""110000"""
725090,14739,19980613,59.3,59.2,1010.0,1008.8,2.2,9.3,17.1,999.9,64.4,57.0,0.58G,999.9,"""110010"""
725090,14739,19980614,62.3,60.8,1000.3,999.6,5.2,12.2,20.0,25.1,71.6,55.4,5.69G,999.9,"""110010"""
725090,14739,19980615,66.4,63.3,1003.6,1002.8,3.7,8.0,12.0,999.9,80.1,60.8,0.36G,999.9,"""110000"""
725090,14739,19980616,60.0,59.4,1004.5,1003.7,1.7,7.2,15.0,999.9,64.4,55.9,1.29G,999.9,"""110000"""
725090,14739,19980617,60.3,59.3,1008.6,1007.9,1.9,5.5,8.9,999.9,64.9,55.9,0.01G,999.9,"""110000"""
725090,14739,19980618,64.6,62.3,1009.6,1008.9,2.5,4.8,11.1,999.9,71.1,59.0,0.25G,999.9,"""110000"""
725090,14739,19980619,63.4,62.2,1009.5,1008.8,1.7,4.3,12.0,999.9,69.1,59.0,0.13G,999.9,"""100000"""
725090,14739,19980620,62.7,61.5,1009.3,1008.6,1.7,4.9,8.9,999.9,70.0,59.0,0.01G,999.9,"""100000"""
725090,14739,19980621,62.1,61.3,1016.0,1015.2,0.8,5.2,11.1,999.9,68.0,59.0,0.00D,999.9,"""100000"""
725090,14739,19980622,61.1,59.4,1021.1,1020.4,2.8,5.5,11.1,999.9,70.0,57.0,0.01G,999.9,"""110000"""
725090,14739,19980623,66.4,62.3,1018.6,1017.9,8.2,8.8,12.0,999.9,73.4,62.1,0.00D,999.9,"""100000"""
725090,14739,19980624,73.6,68.3,1016.0,1015.3,5.0,8.1,12.0,999.9,82.0,68.0,0.03G,999.9,"""110000"""
725090,14739,19980625,74.9,69.4,1015.5,1014.8,4.6,6.4,8.9,999.9,87.1,69.1,0.00D,999.9,"""100000"""
725090,14739,19980626,79.0,69.7,1008.3,1007.5,7.7,8.1,15.9,21.0,88.0,69.8,0.00G,999.9,"""110010"""
725090,14739,19980627,72.1,65.4,1002.4,1001.7,9.1,10.3,24.1,30.9,82.9,64.0,0.32G,999.9,"""110010"""
725090,14739,19980628,62.4,52.5,1015.2,1014.5,9.9,10.1,17.1,25.1,66.9,57.9,0.07G,999.9,"""000000"""
725090,14739,19980629,65.5,59.6,1014.1,1013.2,9.9,10.5,17.1,23.9,75.9,60.1,0.00G,999.9,"""010000"""
725090,14739,19980630,69.2,66.3,1002.4,1001.7,5.9,9.5,16.9,22.0,75.9,60.1,0.02G,999.9,"""110010"""
725090,14739,19980701,69.0,62.1,996.9,996.2,7.9,8.1,17.1,25.1,77.0,62.6,1.86G,999.9,"""110010"""
725090,14739,19980702,69.5,57.1,1010.5,1009.8,9.9,8.3,12.0,18.1,82.0,60.1,0.16G,999.9,"""000000"""
725090,14739,19980703,72.3,60.8,1016.6,1015.9,9.9,6.9,12.0,999.9,82.0,60.1,0.00G,999.9,"""000000"""
725090,14739,19980704,72.7,64.5,1014.2,1013.5,9.2,7.6,13.0,999.9,80.1,66.9,0.00G,999.9,"""000000"""
725090,14739,19980705,69.2,64.8,1012.1,1011.4,7.0,6.1,12.0,999.9,73.9,64.4,0.03G,999.9,"""110000"""
725090,14739,19980706,68.9,58.8,1019.7,1019.0,9.9,6.6,10.1,999.9,75.9,63.0,0.01G,999.9,"""000000"""
725090,14739,19980707,70.0,59.8,1019.7,1019.0,9.9,7.7,13.0,999.9,75.9,63.0,0.00G,999.9,"""010000"""
725090,14739,19980708,67.8,62.3,1016.3,1015.5,9.7,6.8,12.0,999.9,71.1,64.0,0.00G,999.9,"""010000"""
725090,14739,19980709,68.0,59.1,1010.2,1009.5,9.9,5.9,12.0,999.9,75.0,62.1,0.01G,999.9,"""010000"""
725090,14739,19980710,73.4,61.1,1007.2,1006.5,9.5,9.4,18.1,22.9,81.0,66.9,0.00G,999.9,"""000000"""
725090,14739,19980711,69.5,52.2,1008.1,1007.4,9.9,11.6,15.0,19.0,77.0,62.1,0.00G,999.9,"""000000"""
725090,14739,19980712,68.1,56.2,1012.6,1011.8,9.9,9.4,14.0,999.9,77.0,62.1,0.00G,999.9,"""000000"""
725090,14739,19980713,72.4,61.0,1015.4,1014.7,9.9,6.2,13.0,20.0,86.0,62.1,0.00G,999.9,"""000000"""
725090,14739,19980714,78.6,64.6,1015.9,1015.2,9.7,10.7,17.1,23.9,89.6,69.1,0.00G,999.9,"""000000"""
725090,14739,19980715,79.6,67.5,1015.8,1015.1,9.0,11.0,15.0,19.0,91.0,70.0,0.00G,999.9,"""000000"""
725090,14739,19980716,80.0,70.1,1013.8,1013.0,9.1,10.5,15.9,18.1,91.0,70.0,0.00G,999.9,"""000000"""
725090,14739,19980717,78.6,71.5,1008.8,1008.0,8.3,8.0,12.0,999.9,90.0,73.0,0.00G,999.9,"""110000"""
725090,14739,19980718,78.8,67.5,1007.8,1007.1,8.0,8.3,14.0,16.9,88.0,72.0,0.02G,999.9,"""100000"""
725090,14739,19980719,72.3,61.6,1015.9,1015.2,9.4,5.5,13.0,999.9,80.1,63.0,0.00G,999.9,"""100000"""
725090,14739,19980720,75.1,70.7,1012.1,1011.4,6.6,8.7,14.0,22.9,84.0,69.1,0.01G,999.9,"""110010"""
725090,14739,19980721,81.0,68.8,1012.2,1011.5,9.1,9.4,17.1,20.0,90.0,72.0,0.24G,999.9,"""100000"""
725090,14739,19980722,82.2,72.0,1009.1,1008.4,8.2,10.4,17.1,21.0,93.0,73.0,0.00G,999.9,"""100000"""
725090,14739,19980723,79.5,70.6,1008.9,1008.2,9.3,7.9,19.0,27.0,93.0,71.1,0.00G,999.9,"""110010"""
